noise_label,noise_rate,searcher,seed,osc,ctrl_gap,trt_gap,delta_gap
low_osc,3.0,successive_halving,3,0.95,0.029492027058086068,-0.02533757473628062,0.05482960179436669
low_osc,3.0,successive_halving,4,0.6,-0.009668867500003286,0.12387408937818578,-0.13354295687818907
low_osc,3.0,successive_halving,5,0.7,-0.008156931187282335,-0.06938250069322849,0.061225569505946154
low_osc,3.0,successive_halving,6,0.625,-0.008006584922011006,0.026950426505217173,-0.03495701142722818
low_osc,3.0,successive_halving,7,0.6,0.03324146823735574,-0.015836625459644815,0.04907809369700056
low_osc,3.0,successive_halving,8,0.35,-0.0030904740136227238,0.015877491782416153,-0.018967965796038877
low_osc,3.0,successive_halving,9,0.25,0.032996306294681865,-0.10835276962446805,0.1413490759191499
low_osc,3.0,successive_halving,10,0.65,0.0013381865503832024,-0.07677924821192617,0.07811743476230937
low_osc,3.0,successive_halving,11,0.45,-0.030180244358749664,-0.1281152865262184,0.09793504216746873
low_osc,3.0,successive_halving,12,0.2,0.05384875005496592,0.14061074058960898,-0.08676199053464306
low_osc,3.0,successive_halving,13,0.025,0.017159886356426735,0.08248827834760741,-0.06532839199118068
low_osc,3.0,successive_halving,14,0.375,-0.0031119832474684195,-0.08439618848460417,0.08128420523713575
